Product_ID;Suppliercode;Category;Category_Name;Quantity;Supplier_ID;Distance;Day_of_Costumer_Order;Week_name;Month_of_Costumer_Order;Month;Year;Day_DataDDT;Day_of_week_DataDDT;Month_DataDDT;Year_DataDDT;Supplier_Lead_Time;Total_Lead_Time,
1870;859;E;Economale ;2000;153;329,8913;12;Friday;1;JANUARY;2018;31;4;1;2018;19;19
734;2642;F;Medicine;2000;188;185,0512;29;Monday;1;JANUARY;2018;30;3;1;2018;1;2
1871;1555;E;Economale ;2000;86;171,4935;22;Monday;1;JANUARY;2018;30;3;1;2018;8;9
1872;4349;E;Economale ;2000;125;155,4827;25;Thursday;1;JANUARY;2018;30;3;1;2018;5;6
1239;207;F;Medicine;2000;117;487,023;30;Tuesday;1;JANUARY;2018;30;3;1;2018;0;2
1474;1558;F;Medicine;2000;54;146,1687;18;Thursday;1;JANUARY;2018;30;3;1;2018;12;14
1873;5651;S;Sanitary;2000;190;147,7345;31;Wednesday;1;JANUARY;2018;31;4;1;2018;0;1
14;1828;W;Heavy items;500;7;182,8138;26;Thursday;4;APRIL;2018;4;6;5;2018;8;11
1698;86;S;Sanitary;2000;20;168,4279;31;Wednesday;1;JANUARY;2018;31;4;1;2018;0;2
1029;859;E;Economale ;2000;153;329,8913;12;Friday;1;JANUARY;2018;2;6;2;2018;21;21
1430;859;E;Economale ;2000;153;329,8913;19;Friday;1;JANUARY;2018;2;6;2;2018;14;14
542;107;E;Economale ;2000;151;431,6676;23;Tuesday;1;JANUARY;2018;31;4;1;2018;8;13
1127;2409;F;Medicine;2000;138;152,0199;12;Friday;1;JANUARY;2018;2;6;2;2018;21;25
1874;2409;F;Medicine;2000;138;152,0199;26;Friday;1;JANUARY;2018;31;4;1;2018;5;11
1875;2034;E;Economale ;2000;128;152,0667;29;Monday;1;JANUARY;2018;5;2;2;2018;7;8
1876;1950;S;Sanitary;2000;116;184,6951;29;Monday;1;JANUARY;2018;5;2;2;2018;7;8
1877;2385;F;Medicine;2000;280;188,8831;30;Tuesday;1;JANUARY;2018;5;2;2;2018;6;8
1878;2394;S;Sanitary;2000;147;97,4631;1;Thursday;2;FEBRUARY;2018;5;2;2;2018;4;6
1879;5037;A;Antiblastic/tumoral;575;157;114,269;3;Thursday;5;MAY;2018;4;6;5;2018;1;4
1199;859;E;Economale ;2000;153;329,8913;12;Friday;1;JANUARY;2018;8;5;2;2018;27;27
1869;1693;E;Economale ;2000;50;190,0798;2;Friday;2;FEBRUARY;2018;6;3;2;2018;4;6
544;2015;F;Medicine;2000;11;149,3641;6;Tuesday;2;FEBRUARY;2018;6;3;2;2018;0;2
545;3323;F;Medicine;2000;87;155,2453;6;Tuesday;2;FEBRUARY;2018;7;4;2;2018;1;2
1880;2430;F;Medicine;2000;170;177,8316;6;Tuesday;2;FEBRUARY;2018;6;3;2;2018;0;2
349;165;S;Sanitary;2000;45;82,6092;22;Monday;1;JANUARY;2018;7;4;2;2018;16;18
1472;2205;F;Medicine;2000;18;154,4932;8;Thursday;2;FEBRUARY;2018;8;5;2;2018;0;4
1808;111;S;Sanitary;2000;85;153,5827;12;Monday;2;FEBRUARY;2018;12;2;2;2018;0;1
1881;1600;S;Sanitary;2000;12;69,808;6;Tuesday;2;FEBRUARY;2018;12;2;2;2018;6;7
1882;2080;E;Economale ;2000;281;299,7175;2;Friday;2;FEBRUARY;2018;12;2;2;2018;10;11
1409;4321;E;Economale ;2000;94;211,9779;29;Monday;1;JANUARY;2018;12;2;2;2018;14;16
1883;3641;F;Medicine;2000;212;151,1479;8;Thursday;2;FEBRUARY;2018;9;6;2;2018;1;6
1218;2600;F;Medicine;2000;102;157,0529;6;Tuesday;2;FEBRUARY;2018;7;4;2;2018;1;8
1868;1526;E;Economale ;2000;66;182,008;6;Tuesday;2;FEBRUARY;2018;14;4;2;2018;8;9
949;129;S;Sanitary;2000;82;65,6882;13;Tuesday;2;FEBRUARY;2018;14;4;2;2018;1;2
1884;859;E;Economale ;2000;153;329,8913;19;Friday;1;JANUARY;2018;16;6;2;2018;28;28
1885;129;S;Sanitary;2000;82;65,6882;14;Wednesday;2;FEBRUARY;2018;15;5;2;2018;1;5
1188;1849;E;Economale ;2000;91;145,0424;5;Monday;2;FEBRUARY;2018;16;6;2;2018;11;14
1886;2051;F;Medicine;2000;269;204,0606;13;Tuesday;2;FEBRUARY;2018;15;5;2;2018;2;6
913;5480;S;Sanitary;2000;204;0,226389;13;Tuesday;2;FEBRUARY;2018;19;2;2;2018;6;7
882;2034;E;Economale ;2000;128;152,0667;12;Monday;2;FEBRUARY;2018;19;2;2;2018;7;8
948;161;S;Sanitary;2000;200;487,0148;14;Wednesday;2;FEBRUARY;2018;19;2;2;2018;5;6
1887;2198;F;Medicine;2000;202;159,8252;16;Friday;2;FEBRUARY;2018;19;2;2;2018;3;5
1888;62;F;Medicine;2000;16;215,3907;15;Thursday;2;FEBRUARY;2018;19;2;2;2018;4;6
1889;1777;F;Medicine;2000;97;146,1742;16;Friday;2;FEBRUARY;2018;19;2;2;2018;3;5
803;5039;F;Medicine;2000;98;19,686806;13;Tuesday;2;FEBRUARY;2018;15;5;2;2018;2;8
1392;2827;S;Sanitary;2000;92;291,0944;12;Monday;2;FEBRUARY;2018;16;6;2;2018;4;9
1306;975;S;Sanitary;2000;208;228,1802;16;Friday;2;FEBRUARY;2018;16;6;2;2018;0;5
265;661;X; Toxic;120;42;187,9879;13;Friday;4;APRIL;2018;3;5;5;2018;20;24
1180;859;E;Economale ;2000;153;329,8913;26;Friday;1;JANUARY;2018;22;5;2;2018;27;27
1874;2409;F;Medicine;2000;138;152,0199;16;Friday;2;FEBRUARY;2018;21;4;2;2018;5;6
1647;2394;S;Sanitary;2000;147;97,4631;16;Friday;2;FEBRUARY;2018;20;3;2;2018;4;6
814;2151;S;Sanitary;2000;172;180,5063;21;Wednesday;2;FEBRUARY;2018;23;6;2;2018;2;5
315;2479;V;Dialysis;500;14;148,9924;27;Friday;4;APRIL;2018;4;6;5;2018;7;10
1890;1599;S;Sanitary;2000;246;149,0351;21;Wednesday;2;FEBRUARY;2018;21;4;2;2018;0;5
1458;3755;S;Sanitary;2000;255;1,656944;21;Wednesday;2;FEBRUARY;2018;22;5;2;2018;1;5
1891;2433;F;Medicine;2000;15;110,0216;15;Thursday;2;FEBRUARY;2018;15;5;2;2018;0;12
1449;2649;S;Sanitary;2000;148;451,9056;23;Friday;2;FEBRUARY;2018;26;2;2;2018;3;4
1892;1535;F;Medicine;2000;65;220,3941;6;Tuesday;2;FEBRUARY;2018;23;6;2;2018;17;21
1893;1535;F;Medicine;2000;65;220,3941;6;Tuesday;2;FEBRUARY;2018;23;6;2;2018;17;21
615;425;E;Economale ;2000;105;239,0244;31;Wednesday;1;JANUARY;2018;20;3;2;2018;20;27
1877;2385;F;Medicine;2000;280;188,8831;30;Tuesday;1;JANUARY;2018;26;2;2;2018;27;28
1751;86;S;Sanitary;2000;20;168,4279;23;Friday;2;FEBRUARY;2018;26;2;2;2018;3;4
922;975;S;Sanitary;2000;208;228,1802;23;Friday;2;FEBRUARY;2018;23;6;2;2018;0;4
1894;165;S;Sanitary;2000;45;82,6092;16;Friday;2;FEBRUARY;2018;23;6;2;2018;7;11
1494;969;S;Sanitary;2000;260;172,4773;23;Friday;2;FEBRUARY;2018;26;2;2;2018;3;4
1488;1882;F;Medicine;2000;23;232,8972;20;Tuesday;2;FEBRUARY;2018;21;4;2;2018;1;7
1348;111;S;Sanitary;2000;85;153,5827;23;Friday;2;FEBRUARY;2018;27;3;2;2018;4;5
1139;6487;S;Sanitary;2000;207;196,3359;14;Wednesday;2;FEBRUARY;2018;21;4;2;2018;7;14
1372;1627;S;Sanitary;2000;141;114,7321;23;Friday;2;FEBRUARY;2018;23;6;2;2018;0;6
1435;1101;S;Sanitary;2000;211;151,1699;22;Thursday;2;FEBRUARY;2018;23;6;2;2018;1;8
1487;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;5;2;3;2018;17;17
1029;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;5;2;3;2018;17;17
1204;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;5;2;3;2018;17;17
1158;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;5;2;3;2018;17;17
1402;1780;E;Economale ;2000;161;231,8035;14;Wednesday;2;FEBRUARY;2018;19;2;2;2018;5;19
1642;207;F;Medicine;2000;117;487,023;1;Thursday;3;MARCH;2018;1;5;3;2018;0;4
804;1946;F;Medicine;2000;100;159,8708;26;Monday;2;FEBRUARY;2018;1;5;3;2018;3;7
273;1741;D;Diagnostic;400;39;115,2781;26;Thursday;4;APRIL;2018;30;2;4;2018;4;11
1895;425;S;Sanitary;2000;105;239,0244;13;Tuesday;2;FEBRUARY;2018;15;5;2;2018;2;21
1407;859;E;Economale ;2000;153;329,8913;9;Friday;2;FEBRUARY;2018;6;3;3;2018;25;25
1896;111;S;Sanitary;2000;85;153,5827;1;Thursday;3;MARCH;2018;6;3;3;2018;5;6
1137;3641;F;Medicine;2000;212;151,1479;2;Friday;3;MARCH;2018;5;2;3;2018;3;5
423;6384;F;Medicine;2000;99;67,6566;2;Friday;3;MARCH;2018;2;6;3;2018;0;5
385;165;S;Sanitary;2000;45;82,6092;21;Wednesday;2;FEBRUARY;2018;2;6;3;2018;9;14
1148;3173;F;Medicine;2000;225;359,6121;5;Monday;3;MARCH;2018;6;3;3;2018;1;2
1897;1393;D;Diagnostic;1000;282;145,3824;30;Monday;4;APRIL;2018;30;2;4;2018;0;7
411;1950;S;Sanitary;2000;116;184,6951;28;Wednesday;2;FEBRUARY;2018;6;3;3;2018;6;7
1530;1882;F;Medicine;2000;23;232,8972;28;Wednesday;2;FEBRUARY;2018;2;6;3;2018;2;9
1898;1882;F;Medicine;2000;23;232,8972;28;Wednesday;2;FEBRUARY;2018;2;6;3;2018;2;9
1515;2227;F;Medicine;2000;83;149,4652;26;Monday;2;FEBRUARY;2018;6;3;3;2018;8;11
1899;1599;S;Sanitary;2000;246;149,0351;8;Thursday;3;MARCH;2018;8;5;3;2018;0;1
1302;1068;S;Sanitary;2000;241;116,1243;8;Thursday;3;MARCH;2018;9;6;3;2018;1;4
1881;1600;S;Sanitary;2000;12;69,808;26;Monday;2;FEBRUARY;2018;8;5;3;2018;10;14
586;1849;E;Economale ;2000;91;145,0424;21;Wednesday;2;FEBRUARY;2018;8;5;3;2018;15;19
1545;3006;F;Medicine;2000;9;155,6913;8;Thursday;3;MARCH;2018;8;5;3;2018;0;4
1438;1920;F;Medicine;2000;123;175,0988;5;Monday;3;MARCH;2018;5;2;3;2018;0;7
1763;1558;F;Medicine;2000;54;146,1687;26;Monday;2;FEBRUARY;2018;8;5;3;2018;10;14
1483;4321;E;Economale ;2000;94;211,9779;27;Tuesday;2;FEBRUARY;2018;8;5;3;2018;9;14
1786;2581;S;Sanitary;2000;273;190,3525;23;Friday;2;FEBRUARY;2018;8;5;3;2018;13;18
1900;5183;E;Economale ;2000;88;168,2695;1;Thursday;3;MARCH;2018;12;2;3;2018;11;12
529;345;F;Medicine;2000;80;168,5553;26;Monday;2;FEBRUARY;2018;9;6;3;2018;11;15
1193;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;14;4;3;2018;26;26
1181;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;14;4;3;2018;26;26
1452;859;E;Economale ;2000;153;329,8913;16;Friday;2;FEBRUARY;2018;14;4;3;2018;26;26
1503;165;S;Sanitary;2000;45;82,6092;7;Wednesday;3;MARCH;2018;12;2;3;2018;5;7
1459;1707;S;Sanitary;2000;34;75,7901;13;Tuesday;3;MARCH;2018;13;3;3;2018;0;1
1901;975;S;Sanitary;2000;208;228,1802;13;Tuesday;3;MARCH;2018;13;3;3;2018;0;1
1504;2927;E;Economale ;2000;262;157,477;12;Monday;3;MARCH;2018;12;2;3;2018;0;2
1876;1950;S;Sanitary;2000;116;184,6951;8;Thursday;3;MARCH;2018;13;3;3;2018;5;6
1902;1950;S;Sanitary;2000;116;184,6951;8;Thursday;3;MARCH;2018;13;3;3;2018;5;6
1188;1849;E;Economale ;2000;91;145,0424;21;Wednesday;2;FEBRUARY;2018;12;2;3;2018;19;21
1474;1558;F;Medicine;2000;54;146,1687;2;Friday;3;MARCH;2018;13;3;3;2018;11;14
758;1102;D;Diagnostic;100;51;150,3588;30;Monday;4;APRIL;2018;30;2;4;2018;0;7
759;1102;D;Diagnostic;720;51;150,3588;30;Monday;4;APRIL;2018;30;2;4;2018;0;7
1446;111;S;Sanitary;2000;85;153,5827;26;Friday;1;JANUARY;2018;12;2;2;2018;17;52
1180;859;E;Economale ;2000;153;329,8913;2;Friday;3;MARCH;2018;19;2;3;2018;17;17
1903;4849;S;Sanitary;2000;283;147,8775;12;Monday;3;MARCH;2018;13;3;3;2018;1;8
1484;4321;E;Economale ;2000;94;211,9779;14;Wednesday;3;MARCH;2018;19;2;3;2018;5;6
660;1125;E;Economale ;2000;122;297,1156;27;Tuesday;2;FEBRUARY;2018;17;7;3;2018;18;22
1904;1837;W;Heavy items;250;1;245,0108;5;Thursday;4;APRIL;2018;3;5;5;2018;28;33
1904;1837;W;Heavy items;250;1;245,0108;24;Tuesday;4;APRIL;2018;3;5;5;2018;9;14
254;1837;V;Dialysis;100;1;245,0108;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
96;1837;W;Heavy items;500;1;245,0108;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
98;1837;W;Heavy items;300;1;245,0108;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
173;1837;W;Heavy items;320;1;245,0108;30;Monday;4;APRIL;2018;3;5;5;2018;3;8
863;1837;V;Dialysis;192;1;245,0108;30;Monday;4;APRIL;2018;3;5;5;2018;3;8
256;1837;V;Dialysis;200;1;245,0108;30;Monday;4;APRIL;2018;3;5;5;2018;3;8
256;1837;V;Dialysis;360;1;245,0108;30;Monday;4;APRIL;2018;3;5;5;2018;3;8
1768;4653;S;Sanitary;2000;104;153,6908;14;Wednesday;3;MARCH;2018;16;6;3;2018;2;7
8;1837;W;Heavy items;196;1;245,0108;4;Friday;5;MAY;2018;4;6;5;2018;0;4
93;1837;W;Heavy items;252;1;245,0108;4;Friday;5;MAY;2018;4;6;5;2018;0;4
8;1837;W;Heavy items;140;1;245,0108;4;Friday;5;MAY;2018;4;6;5;2018;0;4
93;1837;W;Heavy items;294;1;245,0108;4;Friday;5;MAY;2018;4;6;5;2018;0;4
1905;557;S;Sanitary;2000;134;166,1808;14;Wednesday;3;MARCH;2018;20;3;3;2018;6;8
1840;3731;S;Sanitary;2000;276;63,2214;22;Thursday;3;MARCH;2018;23;6;3;2018;1;4
1906;2600;F;Medicine;2000;102;157,0529;20;Tuesday;3;MARCH;2018;22;5;3;2018;2;6
1239;207;F;Medicine;2000;117;487,023;13;Tuesday;3;MARCH;2018;13;3;3;2018;0;13
1907;859;E;Economale ;2000;153;329,8913;2;Friday;3;MARCH;2018;28;4;3;2018;26;26
1810;86;S;Sanitary;2000;20;168,4279;26;Monday;3;MARCH;2018;27;3;3;2018;1;2
1413;2446;N;Nutritional;200;250;154,8776;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
1698;86;S;Sanitary;2000;20;168,4279;15;Thursday;3;MARCH;2018;27;3;3;2018;12;13
90;1837;W;Heavy items;1200;1;245,0108;2;Wednesday;5;MAY;2018;5;7;5;2018;3;6
90;1837;W;Heavy items;900;1;245,0108;2;Wednesday;5;MAY;2018;5;7;5;2018;3;6
1338;4479;S;Sanitary;2000;106;189,2152;21;Wednesday;3;MARCH;2018;27;3;3;2018;6;8
818;2433;F;Medicine;2000;15;110,0216;23;Friday;3;MARCH;2018;23;6;3;2018;0;7
1852;2205;F;Medicine;2000;18;154,4932;29;Thursday;3;MARCH;2018;30;6;3;2018;1;5
671;4678;E;Economale ;2000;176;332,7053;30;Friday;3;MARCH;2018;30;6;3;2018;0;5
1586;2433;F;Medicine;2000;15;110,0216;29;Thursday;3;MARCH;2018;29;5;3;2018;0;6
379;2433;W;Heavy items;200;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
229;2433;W;Heavy items;160;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
229;2433;W;Heavy items;144;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
379;2433;W;Heavy items;320;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
379;2433;W;Heavy items;800;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
379;2433;W;Heavy items;160;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
949;129;S;Sanitary;2000;82;65,6882;13;Tuesday;3;MARCH;2018;4;4;4;2018;22;23
81;2433;W;Heavy items;100;15;110,0216;2;Wednesday;5;MAY;2018;3;5;5;2018;1;6
1751;86;S;Sanitary;2000;20;168,4279;3;Tuesday;4;APRIL;2018;3;3;4;2018;0;2
1515;2227;F;Medicine;2000;83;149,4652;29;Thursday;3;MARCH;2018;3;3;4;2018;5;8
1301;859;E;Economale ;2000;153;329,8913;16;Friday;3;MARCH;2018;6;6;4;2018;21;21
1381;859;E;Economale ;2000;153;329,8913;30;Friday;3;MARCH;2018;6;6;4;2018;7;7
1908;859;E;Economale ;2000;153;329,8913;30;Friday;3;MARCH;2018;6;6;4;2018;7;7
1341;165;S;Sanitary;2000;45;82,6092;19;Monday;3;MARCH;2018;4;4;4;2018;16;18
917;161;S;Sanitary;2000;200;487,0148;13;Tuesday;3;MARCH;2018;4;4;4;2018;22;24
1132;5039;F;Medicine;2000;98;19,686806;29;Thursday;3;MARCH;2018;3;3;4;2018;5;8
1909;1693;E;Economale ;2000;50;190,0798;3;Tuesday;4;APRIL;2018;5;5;4;2018;2;6
1910;859;E;Economale ;2000;153;329,8913;16;Friday;3;MARCH;2018;9;2;4;2018;24;24
606;2205;F;Medicine;2000;18;154,4932;5;Thursday;4;APRIL;2018;6;6;4;2018;1;4
1883;3641;F;Medicine;2000;212;151,1479;29;Thursday;3;MARCH;2018;5;5;4;2018;7;11
1911;2827;S;Sanitary;2000;92;291,0944;3;Tuesday;4;APRIL;2018;5;5;4;2018;2;7
1369;6325;S;Sanitary;2000;191;148,0425;6;Friday;4;APRIL;2018;9;2;4;2018;3;4
1218;2600;F;Medicine;2000;102;157,0529;5;Thursday;4;APRIL;2018;6;6;4;2018;1;5
1412;2015;F;Medicine;2000;11;149,3641;5;Thursday;4;APRIL;2018;6;6;4;2018;1;5
1912;2015;F;Medicine;2000;11;149,3641;20;Tuesday;3;MARCH;2018;6;6;4;2018;17;21
1435;1101;S;Sanitary;2000;211;151,1699;22;Thursday;3;MARCH;2018;6;6;4;2018;15;19
1189;1780;E;Economale ;2000;161;231,8035;28;Wednesday;3;MARCH;2018;3;3;4;2018;6;14
1637;1521;S;Sanitary;2000;173;157,5698;6;Friday;4;APRIL;2018;9;2;4;2018;3;5
643;390;E;Economale ;2000;171;63,9357;3;Tuesday;4;APRIL;2018;11;4;4;2018;8;9
1913;2399;E;Economale ;2000;76;189,4834;3;Tuesday;4;APRIL;2018;10;3;4;2018;7;9
1914;2642;F;Medicine;2000;188;185,0512;10;Tuesday;4;APRIL;2018;11;4;4;2018;1;2
1452;859;E;Economale ;2000;153;329,8913;30;Friday;3;MARCH;2018;13;6;4;2018;14;14
1915;859;E;Economale ;2000;153;329,8913;23;Friday;3;MARCH;2018;13;6;4;2018;21;21
1868;1526;E;Economale ;2000;66;182,008;14;Wednesday;3;MARCH;2018;11;4;4;2018;28;30
1527;5037;F;Medicine;2000;157;114,269;11;Wednesday;4;APRIL;2018;12;5;4;2018;1;2
63;2547;N;Nutritional;1200;22;174,2818;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
47;2547;N;Nutritional;1200;22;174,2818;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
190;2547;N;Nutritional;2400;22;174,2818;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
385;165;S;Sanitary;2000;45;82,6092;5;Thursday;4;APRIL;2018;11;4;4;2018;6;8
1916;859;E;Economale ;2000;153;329,8913;30;Friday;3;MARCH;2018;13;6;4;2018;14;14
423;6384;F;Medicine;2000;99;67,6566;12;Thursday;4;APRIL;2018;12;5;4;2018;0;4
1583;2649;S;Sanitary;2000;148;451,9056;16;Monday;4;APRIL;2018;16;2;4;2018;0;1
1692;1780;E;Economale ;2000;161;231,8035;30;Friday;3;MARCH;2018;6;6;4;2018;7;19
1708;62;F;Medicine;2000;16;215,3907;12;Thursday;4;APRIL;2018;17;3;4;2018;5;6
1917;2642;F;Medicine;2000;188;185,0512;13;Friday;4;APRIL;2018;16;2;4;2018;3;5
1334;129;S;Sanitary;2000;82;65,6882;10;Tuesday;4;APRIL;2018;13;6;4;2018;3;8
1918;165;S;Sanitary;2000;45;82,6092;3;Tuesday;4;APRIL;2018;17;3;4;2018;14;16
1530;1882;F;Medicine;2000;23;232,8972;18;Wednesday;4;APRIL;2018;18;4;4;2018;0;1
72;3687;N;Nutritional;180;2;452,7476;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
191;3687;N;Nutritional;304;2;452,7476;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
191;3687;N;Nutritional;896;2;452,7476;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
2;3687;N;Nutritional;2400;2;452,7476;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
71;3687;N;Nutritional;2500;2;452,7476;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
269;2134;V;Dialysis;192;59;164,4091;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
269;2134;V;Dialysis;288;59;164,4091;2;Wednesday;5;MAY;2018;4;6;5;2018;2;6
1488;1882;F;Medicine;2000;23;232,8972;17;Tuesday;4;APRIL;2018;17;3;4;2018;0;2
1919;4321;E;Economale ;2000;94;211,9779;6;Friday;4;APRIL;2018;19;5;4;2018;13;14
734;2642;F;Medicine;2000;188;185,0512;13;Friday;4;APRIL;2018;18;4;4;2018;5;7
921;2642;F;Medicine;2000;188;185,0512;13;Friday;4;APRIL;2018;18;4;4;2018;5;7
1920;129;S;Sanitary;2000;82;65,6882;13;Friday;4;APRIL;2018;19;5;4;2018;6;7
1508;2827;S;Sanitary;2000;92;291,0944;12;Thursday;4;APRIL;2018;13;6;4;2018;1;8
838;5735;Y;Narcotic;2240;48;148,1726;26;Thursday;4;APRIL;2018;30;2;4;2018;4;12
838;5735;Y;Narcotic;3360;48;148,1726;26;Thursday;4;APRIL;2018;30;2;4;2018;4;12
134;5735;Y;Narcotic;1400;48;148,1726;26;Thursday;4;APRIL;2018;30;2;4;2018;4;12
1645;2786;S;Sanitary;2000;25;184,1963;20;Friday;4;APRIL;2018;23;2;4;2018;3;4
945;129;S;Sanitary;2000;82;65,6882;19;Thursday;4;APRIL;2018;23;2;4;2018;4;5
1921;425;S;Sanitary;2000;105;239,0244;9;Monday;4;APRIL;2018;14;7;4;2018;5;17
959;2600;F;Medicine;2000;102;157,0529;18;Wednesday;4;APRIL;2018;23;2;4;2018;5;8
1313;2813;E;Economale ;2000;81;191,4265;16;Monday;4;APRIL;2018;26;5;4;2018;10;11
1872;4349;E;Economale ;2000;125;155,4827;22;Monday;1;JANUARY;2018;23;3;1;2018;1;3
1922;1528;F;Medicine;2000;109;167,6558;30;Tuesday;1;JANUARY;2018;31;4;1;2018;1;3
911;2450;S;Sanitary;2000;206;115,2314;13;Tuesday;2;FEBRUARY;2018;15;5;2;2018;2;3
734;2642;F;Medicine;2000;188;185,0512;2;Friday;3;MARCH;2018;2;6;3;2018;0;3
1909;1693;E;Economale ;2000;50;190,0798;5;Monday;3;MARCH;2018;5;2;3;2018;0;3
545;3323;F;Medicine;2000;87;155,2453;13;Tuesday;3;MARCH;2018;13;3;3;2018;0;3
1133;2254;E;Economale ;2000;165;82,199;26;Monday;3;MARCH;2018;26;2;3;2018;0;3
1923;2430;E;Economale ;2000;170;177,8316;9;Monday;4;APRIL;2018;10;3;4;2018;1;3
1865;1592;E;Economale ;2000;279;171,7892;17;Tuesday;4;APRIL;2018;19;5;4;2018;2;3
1866;130;S;Sanitary;2000;228;188,4501;20;Friday;4;APRIL;2018;20;6;4;2018;0;3
1513;1999;F;Medicine;2000;218;153,4543;24;Tuesday;4;APRIL;2018;24;3;4;2018;0;3
1415;662;S;Sanitary;2000;144;199,3894;7;Monday;5;MAY;2018;8;3;5;2018;1;3
1924;2219;F;Medicine;2000;17;173,9101;21;Monday;5;MAY;2018;23;4;5;2018;2;3
1880;2430;F;Medicine;2000;170;177,8316;26;Thursday;4;APRIL;2018;27;6;4;2018;1;4
1925;4295;S;Sanitary;2000;284;164,3451;26;Thursday;4;APRIL;2018;27;6;4;2018;1;4
719;2015;F;Medicine;2000;11;149,3641;22;Tuesday;5;MAY;2018;23;4;5;2018;1;3
1208;2433;F;Medicine;2000;15;110,0216;22;Tuesday;5;MAY;2018;24;5;5;2018;2;3
1042;1882;F;Medicine;2000;23;232,8972;23;Monday;7;JULY;2018;25;4;7;2018;2;3
1202;1634;F;Medicine;2000;57;155,0167;23;Monday;7;JULY;2018;24;3;7;2018;1;3
1896;111;S;Sanitary;2000;85;153,5827;23;Monday;7;JULY;2018;25;4;7;2018;2;3
503;3811;A;Antiblastic/tumoral;1440;72;152,9914;3;Thursday;5;MAY;2018;3;5;5;2018;0;5
1926;3641;F;Medicine;2000;212;151,1479;30;Monday;7;JULY;2018;31;3;7;2018;1;3
1199;859;E;Economale ;2000;153;329,8913;13;Friday;4;APRIL;2018;30;2;4;2018;17;17
1564;4997;E;Economale ;2000;189;443,8278;26;Thursday;4;APRIL;2018;27;6;4;2018;1;4
1927;111;S;Sanitary;2000;85;153,5827;20;Friday;4;APRIL;2018;27;6;4;2018;7;12
1417;5039;F;Medicine;2000;98;19,686806;5;Thursday;4;APRIL;2018;26;5;4;2018;21;27
1928;1555;S;Sanitary;2000;86;171,4935;31;Tuesday;7;JULY;2018;2;5;8;2018;2;3
1400;4479;S;Sanitary;2000;106;189,2152;27;Monday;8;AUGUST;2018;29;4;8;2018;2;3
937;1742;E;Economale ;2000;210;315,693;27;Monday;8;AUGUST;2018;29;4;8;2018;2;3
1246;165;S;Sanitary;2000;45;82,6092;10;Monday;9;SEPTEMBER;2018;12;4;9;2018;2;3
1060;3402;E;Economale ;2000;158;176,8295;17;Monday;9;SEPTEMBER;2018;18;3;9;2018;1;3
1642;207;F;Medicine;2000;117;487,023;18;Tuesday;9;SEPTEMBER;2018;19;4;9;2018;1;3
1909;1693;E;Economale ;2000;50;190,0798;24;Monday;9;SEPTEMBER;2018;25;3;9;2018;1;3
1877;2385;F;Medicine;2000;280;188,8831;2;Tuesday;10;OCTOBER;2018;3;4;10;2018;1;3
1155;2569;S;Sanitary;2000;226;35,7517;20;Friday;4;APRIL;2018;2;4;5;2018;12;13
1684;111;S;Sanitary;2000;85;153,5827;8;Monday;10;OCTOBER;2018;10;4;10;2018;2;3
1064;5039;F;Medicine;2000;98;19,686806;8;Monday;10;OCTOBER;2018;8;2;10;2018;0;3
1929;5660;F;Medicine;2000;149;467,2888;16;Tuesday;10;OCTOBER;2018;16;3;10;2018;0;3
1639;557;S;Sanitary;2000;134;166,1808;22;Monday;10;OCTOBER;2018;23;3;10;2018;1;3
1133;2254;E;Economale ;2000;165;82,199;6;Tuesday;11;NOVEMBER;2018;7;4;11;2018;1;3
1696;129;S;Sanitary;2000;82;65,6882;6;Tuesday;11;NOVEMBER;2018;8;5;11;2018;2;3
